user_id, num_tweets, retweet_ratio, hashtag_ratio, quote_ratio, tweet_favorite_ratio, tweet_retweet_ratio, mention_ratio, friend_follower_ratio, url_ratio, listed_count, verified, geo_enabled, protected, profile_uses_background_image, favourites_count, tweet_frequency_variance, class
283010533,8582,1.0,1.4210526315789473,0.08421052631578947,0.0,538.1789473684211,1.4631578947368422,15.850877192982455,0.3894736842105263,137,False,True,False,True,8432,5114702.681860683,False
605671261,2607,0.45555555555555555,0.06666666666666667,0.05555555555555555,3.7888888888888888,12335.366666666667,1.011111111111111,0.803894297635605,0.08888888888888889,0,False,True,False,True,6920,123607170638.52861,False
3317839639,12161,0.8947368421052632,0.5789473684210527,0.06315789473684211,0.042105263157894736,5310.4315789473685,1.0315789473684212,7.62962962962963,0.08421052631578947,2,False,False,False,False,10915,633477256.9698458,False
2969049684,18451,0.35353535353535354,0.3939393939393939,0.30303030303030304,2.8686868686868685,3392.4444444444443,1.0606060606060606,0.8269662921348314,0.32323232323232326,1,False,True,False,False,29318,157284863.35416666,False
2893783443,4040,0.47474747474747475,0.030303030303030304,0.10101010101010101,1.7272727272727273,12249.040404040405,0.8080808080808081,0.7853658536585366,0.10101010101010101,1,False,False,False,False,9121,2161812487.707474,False
90756949,10552,0.31313131313131315,0.21212121212121213,0.030303030303030304,0.2828282828282828,1679.1515151515152,1.1818181818181819,2.4584382871536525,0.2222222222222222,9,False,False,False,True,349,142483512240.85028,False
297526355,62590,0.5918367346938775,0.8469387755102041,0.01020408163265306,0.0,4.357142857142857,0.8775510204081632,0.8180404354587869,0.41836734693877553,9,False,True,False,True,40,1611508593.663158,False
170054766,38434,0.3763440860215054,0.11827956989247312,0.07526881720430108,1.064516129032258,17447.84946236559,0.6021505376344086,0.900727994705493,0.12903225806451613,4,False,True,False,True,2585,14554743920.72259,False
24095027,17343,0.69,0.22,0.02,0.1,1772.05,1.16,4.139386189258312,0.28,89,False,True,False,True,5036,52715736317.00947,False
343743987,3790,0.0,0.02,0.0,0.15,0.1,0.01,0.7263157894736842,0.65,8,False,False,False,False,27,27606001705.328003,False
2980536597,2369,0.01,0.1,0.02,9.96,2.67,3.6,0.05665467625899281,0.91,1,False,False,False,True,343,4000485856.908584,False
82223420,3630,0.0,1.7,0.0,0.35,0.0,0.0,0.2857142857142857,0.91,4,False,False,False,True,16,523953079.0087313,False
305680208,4739,0.0,4.22,0.0,0.13,0.07,0.09,2.0941176470588236,0.99,8,False,True,False,True,59,4843895208.387124,False
525801620,16825,1.0,0.023255813953488372,0.09302325581395349,0.0,47445.67441860465,1.0,1.2952127659574468,0.10465116279069768,1,False,True,False,True,6007,4433476325.233935,False
